id,target
260522,2142420.0
72154,464593.9
93234,1330618.9
58502,3929045.8
277308,1169541.0
151009,647174.5
90763,673607.5
275585,765918.56
77424,948387.56
50947,652673.4
86003,4077606.8
202926,1663755.1
52894,5228801.0
152519,4776324.0
145898,1541778.8
133627,1616643.8
113025,696693.56
216655,2933543.2
173878,6106695.5
73954,4039380.5
257397,552497.56
103663,2520425.8
281910,1190493.2
104079,1462814.4
83563,2094137.1
28436,1423689.0
206395,601987.2
239720,4175389.8
35659,589585.1
267856,2462006.5
25953,1549493.2
108843,1417740.5
50565,1454135.2
241574,598145.25
214651,657222.0
14904,1313006.5
142217,2956721.2
53741,3791940.0
17917,1759715.2
46527,392226.8
254258,5372553.5
117732,4521343.0
84721,2091636.1
283229,2102802.0
174501,2315589.2
122944,1003017.25
1934,439482.1
275793,653341.4
123228,1029180.7
24600,4685410.0
230991,4995514.5
56772,3308675.8
147503,1272646.1
85741,1533465.5
69716,1673913.6
264260,2406321.5
65737,368060.53
99254,2267172.2
223411,2813646.0
116646,718929.9
75954,957642.5
125531,2002174.0
236312,3983446.2
76948,7781718.5
145527,3166801.2
164479,1765213.5
282478,1521505.8
110104,876084.06
276716,1111270.9
21142,1344452.8
151238,475535.25
286033,3651788.2
94009,503131.94
109338,1329886.4
148928,796244.6
286038,3812433.2
29163,1734312.1
202367,2684076.2
37813,4651824.0
55174,3648483.0
113507,1322125.5
200332,6470459.0
273190,2495347.8
242354,6855533.0
93315,542456.8
265463,1952456.1
290432,793497.7
237127,445717.78
92371,3637726.8
32067,2865027.2
153031,2232675.5
211606,1531906.9
224439,3104283.8
12783,2358103.8
281291,569109.44
281984,1828872.1
265609,465090.0
230594,1155847.8
22981,4226290.5
68319,506106.1
11283,5636754.5
32854,4877445.5
190653,517923.7
154922,9720192.0
197081,524048.53
128025,677173.06
91677,730707.9
136087,3147293.2
182705,498963.56
279387,633767.9
4956,1547951.4
157145,4019827.2
48688,1578335.2
249114,654003.2
56226,3536463.0
36312,751394.4
105698,2166506.0
229007,4458194.5
176855,1421911.4
22354,6033473.5
207970,835970.56
297214,3287884.5
135511,2330820.2
260469,7743674.5
293208,1028122.6
134761,772612.44
272312,452712.88
145389,384942.56
32197,2114489.5
186084,5820197.0
271387,398389.22
132995,821202.3
192595,808554.5
290210,384163.72
83443,575512.25
124860,3420472.2
7705,3870871.8
260422,2265486.0
181743,6906602.0
290212,2201484.0
9061,2767471.8
21022,4965878.5
292036,998560.1
205024,2816573.0
255239,1042068.94
55356,555015.5
40148,1822609.6
262338,3635194.0
157872,1990961.0
4086,787298.56
1708,2362110.8
199518,417879.84
278815,4880998.5
295018,3781157.0
118980,1766598.4
122442,2969679.8
247466,817870.94
253410,5779362.5
238889,9743378.0
196664,566405.94
290464,1460979.5
193963,2161481.5
7875,2629659.8
98708,2301809.8
119110,1310141.0
138008,1963686.2
12951,2525863.5
192497,2334670.8
163408,1020034.44
261640,3801865.0
6869,3838962.5
165580,7809819.5
136767,464296.4
225731,1946502.5
3022,831378.94
196076,752307.06
234587,1044862.6
66309,3398878.8
57974,2946508.0
140097,492076.72
32336,5773502.0
60783,448053.2
230910,1613599.2
26786,3011271.8
138068,598039.0
180764,4502791.0
219326,2494220.2
231866,2338427.8
67828,503734.22
204206,4367040.0
37390,2796496.0
37186,1161833.6
84334,1949996.2
71283,1944089.6
148429,4304009.5
7614,2917704.0
140256,2489404.5
41175,368421.94
204658,688711.06
254,1735804.8
291739,2887401.5
78120,4309444.5
243905,1920110.8
100629,3199771.5
10320,1820226.1
39112,3396059.0
165420,1680319.5
79869,1277448.9
40303,2297626.5
44931,686372.9
183655,3525936.8
275748,2061828.9
244053,1608244.9
112183,254270.42
23550,1556027.4
167445,650742.2
47663,1280605.5
233486,657207.4
214669,3155746.5
193840,6745512.5
237418,2781383.0
178557,887416.56
261996,1218806.1
197206,1173594.0
14423,597192.1
217456,2428527.0
3491,710195.9
85439,3980867.5
172233,618474.9
116132,3275276.2
144546,5251512.0
208036,1680626.4
242688,2431760.2
168749,4355106.0
69768,513726.84
136620,5083272.5
296697,4130612.5
155710,1049753.0
260326,1003001.0
72034,2562553.2
282627,1139211.9
205225,1230107.4
257409,412794.44
294246,5403902.0
121044,6096732.0
293316,335019.06
40795,452320.56
204324,3150129.2
18386,4579041.5
229140,1817943.6
50559,2099350.2
99134,3331622.8
147027,939780.4
49,6564771.5
283905,3137921.2
134705,5096023.0
99117,922756.6
99095,948244.5
155252,774030.9
254189,1348779.2
291695,1661444.0
103503,1933120.0
126176,2028819.5
56197,807652.1
232602,1373545.5
176023,1879407.5
297580,2260642.0
19701,1187339.6
246188,397522.75
199493,1385778.1
186419,2035603.0
229402,582738.2
158343,2725812.5
179257,2178116.8
142785,1058683.0
264280,851752.06
73884,3020560.8
183130,1847152.1
20963,5596731.5
189828,1391687.6
294413,470490.44
130633,1720697.4
245740,1248702.8
289680,605352.1
7411,1537935.1
92893,2730022.8
257980,633781.94
99474,2976872.0
233340,402164.03
153240,312067.88
214630,3326865.5
92817,4683149.0
221699,3674101.5
84497,1478000.2
7299,4127912.2
79997,506550.75
11546,542961.94
289616,1613230.6
241580,2472860.8
174983,1751020.5
165383,389704.94
214886,522802.34
272546,2619157.5
90310,984287.3
134340,5780960.5
61470,1389093.1
187438,3709229.5
5863,1257479.2
39768,3018854.0
8139,399595.97
51750,2115956.8
177439,710147.25
203052,2151633.0
154369,778129.56
238730,2774638.0
214071,1691839.8
276168,6128154.0
195587,1517346.6
233106,1025356.9
21793,1491511.6
178749,1819270.9
31118,2521222.0
64773,5040453.5
31621,589499.8
103337,2454674.5
200409,1638979.8
184920,3244629.0
157342,1259336.2
189250,3171208.0
114062,2052691.9
142365,1348531.1
126890,1407126.6
83842,3387646.0
50057,5353960.0
289868,4751039.5
193503,5306588.0
227457,2153714.0
72869,2050064.4
159872,489637.66
245879,2485535.2
115807,1325190.8
95085,2105276.0
17638,1338775.0
146319,440527.66
116428,2745195.8
210919,5503632.0
70784,6365098.5
114704,1584272.5
47739,706346.25
24542,5081685.0
175423,467107.53
132836,889058.25
198167,1159724.6
24662,3967657.5
72790,1991635.9
217198,6247631.5
285096,1027106.75
132313,683716.0
35962,2443077.2
4087,3341514.8
9163,1098796.6
158831,1813306.9
240408,880536.0
3410,3676542.2
70579,1400226.9
168261,750804.75
149658,3344892.8
263064,2113396.0
199838,2167290.8
185052,7806827.0
111380,1652854.1
235727,5606471.0
25176,5523321.0
143527,457992.16
14237,1600452.8
194518,3659627.2
74547,1546229.0
17024,678242.6
242415,3933962.8
247158,8460218.0
89480,993138.0
185957,635186.44
294163,952876.75
29479,795249.4
244411,2549761.2
245712,526148.0
119542,634584.9
83105,2245418.0
169980,1644334.0
271769,3501092.8
269409,2598327.0
249760,1621562.1
32693,2162733.8
287963,5105593.0
202077,4142131.2
211884,3370663.5
231947,1131259.9
87646,2033242.6
10182,3417037.5
61752,604440.44
164058,587591.0
36716,760105.25
208607,1634675.9
117087,952043.6
41455,900461.3
122144,2662962.8
69674,6336260.5
87198,1701101.9
273355,878180.1
168485,1808466.5
265248,6194814.0
167075,8148562.5
227366,2641323.5
88082,1056388.6
203409,2595337.0
252813,1092409.9
286030,521355.25
241223,457067.34
100594,3395948.5
110792,1039946.3
159531,2346779.5
18683,2213332.8
290868,1198131.9
103757,744155.4
235942,577217.4
155018,870573.75
80968,382322.44
259699,5251517.0
32123,1252664.0
152368,1967882.4
138857,4855985.5
210613,741751.94
262089,2185294.0
123381,1160451.9
106531,1728932.0
203230,1666084.2
118793,532238.5
294620,442506.8
256608,2415257.5
194213,1042974.06
74895,3154642.8
201525,3440590.2
213744,2965157.0
294449,3390051.8
179805,931083.44
193188,2034699.8
143526,3080432.5
26718,2216532.5
93208,604184.94
61427,4826646.0
298591,4400355.5
183136,3400535.5
120464,1802708.4
127683,1476540.5
257943,652327.0
89085,4909921.5
96839,2427040.2
218578,633952.8
162362,3514152.8
232929,7222981.0
111250,3268674.5
154981,8055511.5
6226,370248.88
200237,1089272.8
220029,1011758.9
246042,1811487.8
28201,2481783.0
267632,528300.75
267149,1252373.1
241076,1762653.9
18045,1812883.4
254761,6946637.0
402,4522338.5
118729,2109251.8
41324,2284614.8
214781,3980575.8
148179,678010.44
71720,8890508.0
168845,1099226.9
23242,2589214.0
277485,474011.38
82903,7702692.0
50306,3847745.5
261470,3418800.2
28793,1617152.8
21240,1579994.9
4606,936076.25
193462,2190675.8
166301,6003109.5
38559,3995098.0
214254,4274690.0
28330,4227352.0
12391,4519403.0
10847,3172324.5
12209,3247652.0
210318,878074.25
261623,466520.38
167479,3392212.2
95401,8632768.0
38683,9610648.0
191281,3902784.2
20073,3140357.0
158808,1184977.5
246494,2204173.2
152859,1263495.5
137468,863979.6
779,2344187.0
227828,1172630.9
150090,2886857.0
151564,2936201.5
20611,1885344.1
163393,992381.1
241606,967629.4
86989,4023163.5
242121,1479455.4
205774,4597609.0
84097,4802872.0
175629,1561896.4
40460,737461.44
274756,3152161.2
274811,2575202.5
162191,1084585.8
224715,1071838.5
122997,3510366.0
208674,3207420.0
21740,2110946.0
166156,452001.66
188792,8605568.0
59787,1508359.9
42514,2202842.8
283405,594630.94
237682,1534055.2
177704,2602437.0
264970,2344594.5
3666,7021229.5
212716,2515118.5
22663,5969553.0
97010,1258687.2
46699,2909694.0
75486,1209019.5
240480,1962378.5
41757,709033.8
116563,5770435.0
199309,1432559.4
27294,1559560.0
150764,6657361.0
58842,3050884.2
254963,1870545.8
138875,7436676.0
135564,910349.5
259189,7564026.5
143442,3599053.0
100492,5259448.0
281512,2175315.0
166593,1817604.6
245478,1344037.8
63401,652858.56
231975,2831215.5
220955,950146.75
135007,2486508.5
87164,1597970.9
265339,2067303.1
59650,3166944.2
220331,3497413.2
251845,860973.9
105093,906074.06
221071,3376737.8
113514,1644557.1
237014,2770056.0
94872,1003706.1
3788,1537857.9
206090,521351.6
296607,773067.2
181389,3033091.0
224212,1853000.8
62572,638268.8
241066,3467078.5
125012,1091121.1
154949,369302.72
119359,7961018.0
243889,8523454.0
165653,3029379.5
170643,4551339.5
256693,397227.44
213936,5412691.5
103854,907299.1
26410,5746667.5
135713,2039858.8
237983,1035291.25
57226,4010405.5
261307,9713178.0
11518,623202.3
82245,1200227.6
97242,3988532.2
95102,3125334.2
109680,1198966.1
232996,433117.28
273024,2666969.2
238136,637913.9
99548,1675579.4
287966,1516833.6
295519,401986.0
77681,1123091.6
192745,622213.0
193297,2108267.0
171591,656883.3
128093,1033354.7
123822,1639694.1
116056,701731.0
158735,991555.1
75725,2465691.8
35177,711905.44
290735,1465752.1
158962,1718395.1
272301,5244353.0
70376,421352.72
79302,2120828.8
157835,570317.25
136728,591731.44
209187,6755270.5
281960,2702064.8
222915,2084287.9
187155,1334990.6
187479,1860965.4
216938,1341497.4
273384,4460897.5
130532,984574.44
155648,1809428.1
196616,3546868.0
109964,251268.25
190366,3388905.8
13491,1840856.5
100735,387134.38
292072,10114100.0
47433,451406.16
127828,2308673.8
221694,3016364.2
155725,4193760.0
4373,3048020.5
54111,2038445.0
71701,2759186.8
257142,668072.3
108379,634026.6
160303,2572201.2
31515,1130139.8
254056,1821952.9
141457,1868285.6
263902,804743.6
13988,541270.1
156216,1164448.0
121140,1991596.9
141907,1213346.5
125371,2223888.0
104548,1516801.5
140031,769213.2
127181,4997153.0
7802,1130128.2
70114,1666492.8
12415,1453684.9
283202,433537.38
286055,1735918.4
267419,633301.75
298848,1329162.9
170195,6106660.5
188577,2481353.8
17850,1932976.9
215861,1138968.4
245728,805442.6
269728,1963620.0
236155,1752662.9
13194,1954565.8
207014,4109559.0
119398,895317.1
238,3136759.8
211964,1299219.4
238585,597702.0
171405,1504741.9
677,1489406.8
61668,1206376.2
46664,1410449.5
165986,2909869.2
34947,4118100.8
78352,2906015.2
255858,400247.78
58365,5896369.5
257170,1999274.2
59389,6959398.5
93235,4709332.5
190723,1135932.6
158828,522528.6
18522,1520456.1
4314,1228111.8
206623,1896925.6
216212,8854608.0
291365,2709851.0
98168,832691.7
78384,939225.44
258133,943402.06
75734,3498222.8
242601,1594003.6
11369,1831865.4
36664,923922.94
154610,1890780.0
117751,1782968.0
179237,4668224.0
77142,3632655.5
62179,425351.56
219641,2610836.0
8598,2161909.0
279529,3120386.2
7354,942420.44
291714,440037.8
233137,810884.3
37060,6977878.5
95134,4598023.5
298971,1784698.6
87543,7533228.5
276904,1892594.2
286437,2956639.8
257908,3143593.2
165017,1230829.2
277443,643538.2
211875,2255167.0
5300,2029201.5
148580,1253249.1
232132,3957264.0
113808,9064376.0
25705,466150.28
206594,1917407.1
106498,3496272.5
25988,486858.1
47180,2658546.5
123988,1451313.6
96064,7232139.5
772,635004.0
287279,1428745.1
26754,2898725.8
79399,2669323.8
231304,4031148.2
255882,2854456.2
175353,680267.7
221623,3735081.5
109793,3610228.0
180758,460702.53
82851,5309456.0
2563,749460.2
49215,975337.44
3762,3614540.5
191443,3245208.8
286405,3129338.0
22398,4102503.2
7909,7089349.5
274226,1540162.5
12751,651707.4
160314,4099106.8
281345,2591144.2
92989,1668673.8
196259,4808226.0
24470,1334842.6
128998,662634.7
297617,8529958.0
244730,2015386.0
152818,318272.97
194638,1224061.4
80301,461612.97
44203,4182174.8
90830,1633593.4
170329,4073681.8
8548,3283814.5
125565,3384158.2
209998,2516152.5
187987,2885793.0
153041,1786277.6
79217,2991059.5
239688,1189791.4
148689,2515936.8
289932,6117643.5
137678,1770832.4
147485,1294666.6
221591,1843476.0
106049,2964909.5
25496,6160963.5
90199,2544851.5
265868,838221.25
106533,597619.25
268112,1018040.6
166469,3352968.2
189475,4245437.0
299251,3963203.2
267648,1615620.5
3617,1971444.8
144503,668469.7
74669,921296.5
93024,1470419.0
63378,1884949.4
171908,749949.06
250569,5044792.5
65359,854118.2
283285,4971203.0
20550,1529351.6
108419,631874.25
286167,3733220.2
35024,1011669.06
23426,2318175.0
56211,7064566.5
126855,1069590.0
264462,8567362.0
119,3436942.8
298647,1801617.0
296572,1660065.8
69891,1770027.9
155817,1123484.5
1582,1699913.1
40728,1578108.9
106373,382965.9
100788,9631214.0
107784,5656348.5
72696,1851330.8
247517,1241709.5
164550,1545337.5
185370,2413450.0
200353,713804.56
59465,1590919.5
218256,1827643.9
103035,373675.44
64580,539735.56
92592,4594386.0
87343,1434187.5
188164,1886723.0
85096,1841914.5
201491,1208522.8
124161,1862143.8
47898,3394517.5
237603,602343.94
46762,2881563.0
215508,1608119.2
247452,2236660.8
157843,2829679.8
99623,783984.4
60299,2533318.8
249989,1238921.6
121308,2002430.9
238659,2080730.6
73765,1322544.1
118938,2132424.8
72395,3032822.0
86521,956231.8
78691,3123958.0
149312,1131592.2
199232,1488203.6
133959,924320.7
230035,1675503.4
85494,6398135.5
37962,1755467.1
138606,3073300.2
696,2670752.8
287655,3332130.5
194201,1187097.9
22056,2249803.0
118684,2600495.8
200863,3005633.0
107471,2615097.8
69516,1878274.8
291474,3691956.8
164723,1062174.4
69152,2350419.2
182395,832705.75
232748,1298114.2
290682,3219527.0
37205,4726725.0
16091,2038637.9
7321,672511.44
16,8088801.0
227227,630168.1
75356,2183163.2
62770,1879781.1
167780,849478.5
231463,3123760.8
252937,2066075.5
831,1849748.5
84218,620401.94
158724,736285.4
47771,3656853.2
233568,5809752.0
168690,779125.0
241717,1661965.1
237232,1639801.0
172823,1568986.8
149939,6853369.5
156960,1573806.6
92709,3213168.5
228480,5891275.0
215619,1856895.0
183036,1081371.0
63771,3929303.2
25868,2263380.2
135019,336942.16
189972,1329348.6
203969,1756276.0
159548,979522.4
144242,1265362.0
102928,2674768.5
267472,1472717.2
42097,1642416.1
109230,2720417.2
219311,5389697.5
278835,595929.9
142434,4329073.5
248162,3062611.2
249441,1539362.1
253910,3090759.5
117288,7189590.5
183210,867167.8
142921,960454.1
89677,4234061.0
77802,5225957.5
173924,5693115.0
219523,1832827.2
224194,1665478.4
109635,759240.9
32990,3563248.8
63963,667417.7
119094,1659414.4
125471,3499168.8
273049,6312899.5
77941,1114134.4
18524,1550661.0
193570,5845836.5
84416,2538843.0
118943,620184.3
149720,2582332.8
104790,2065178.2
19098,486505.3
213265,2749427.0
266005,3500482.2
82788,1241098.6
17273,6632225.5
28447,1088668.9
174629,7715026.0
202305,1615223.4
46658,5518591.5
192877,3000281.0
42583,4200013.0
230452,4904856.5
44631,3426054.8
144307,624759.5
138218,3090690.0
237414,1968818.4
224125,402456.56
9975,764209.44
275317,578358.5
114966,3704427.8
63533,1650813.2
100293,3792588.0
190313,694562.1
297043,360629.6
103942,3655975.2
107902,465212.1
200128,1657459.2
158152,1187891.9
186224,1674105.1
138618,1705040.0
66615,766963.6
83681,1205720.9
177724,535713.56
33042,3012756.0
60008,5467460.5
30376,1118649.9
261647,4385301.5
248963,684246.44
77409,791515.25
57237,1029502.8
143066,3101608.8
220714,6092166.0
254080,2622286.5
32122,1419743.5
160416,3951577.2
96145,504135.28
189882,3959860.2
235231,2025116.9
97622,1373004.6
203359,1994766.8
109460,1660664.5
150231,1166375.9
102538,2867717.5
247036,1412166.9
79739,4582894.0
57078,863625.06
229222,290067.25
68776,1411652.6
225031,4043600.0
26610,671898.44
297433,2104635.5
58352,2247155.5
103626,432042.88
235700,2950694.8
211967,2011137.6
232105,712679.5
130496,2325511.8
88078,5886377.5
92575,482835.47
225627,2214335.2
67782,1142742.8
87346,5436555.0
278000,2246936.0
272309,662993.25
224918,2331555.8
141703,1179620.2
219608,786337.25
6048,1770102.0
188803,3154850.5
258114,805934.8
106839,1170294.0
123656,630579.8
8140,1630906.9
234277,5925097.5
63750,2815434.0
181107,2848652.5
189747,801844.8
202703,3247388.2
297757,5311166.0
139931,1973609.4
259808,1423570.2
286107,5771985.5
27075,4997076.0
243087,1494022.2
168105,1043566.94
276227,1368296.1
39094,1937178.9
248445,2181424.8
183877,1276090.4
95610,2307663.2
35937,1033826.6
292988,1976901.8
157099,2654157.8
30004,3158546.8
68938,444156.03
274192,736414.9
862,3448852.8
170950,5244878.0
71616,585843.2
278667,3069364.2
267375,2419679.0
67048,502988.62
42012,3574285.2
188831,2432950.5
70945,1695914.9
293639,1006329.75
96119,960239.1
165741,1547329.4
276368,4278078.5
160607,689652.6
98683,1548053.9
152290,1695807.2
294182,555851.25
208170,851743.2
46997,4491866.0
269595,1457444.5
76645,4279782.0
164180,1274867.1
74197,1607941.8
37973,2302826.0
36164,1039671.75
172220,2864806.0
223259,1344590.4
3550,3207812.0
133598,2493579.5
44091,592553.0
298801,1755731.6
4784,693604.25
69913,2351275.0
73553,4608742.5
97111,2716142.2
146846,938447.56
250841,1003977.56
208019,1938446.2
16250,2076851.8
240886,2101297.5
141228,1582292.8
168861,580279.3
274667,5914236.0
80372,751941.4
26278,3915381.2
255707,3863737.8
16593,2081450.9
103582,2286598.2
175032,2953302.2
190815,1225001.0
37537,407097.03
87884,4360016.0
279402,3086162.8
96959,715335.44
258992,1723878.1
172724,1646104.6
171985,2405681.8
83314,930525.06
194336,2407922.8
132746,989819.4
114164,1167247.9
232623,4965763.5
273027,889620.8
241314,5142836.5
185631,7979038.0
162576,2449548.2
48324,1520062.5
209738,6005683.0
299090,2404622.2
124180,1644259.0
32581,4164444.5
158958,1829518.1
48642,873482.25
169183,8758650.0
137032,473645.06
126967,411725.0
4848,3364119.0
159183,4916395.5
33095,1458029.0
12384,2885722.5
199991,5047036.5
155779,5943501.5
136831,1043612.1
90039,2590315.2
126969,1645445.4
56610,9646864.0
196288,2944222.8
145546,2306066.5
220260,2227922.2
212008,3092962.5
51434,6422098.5
215851,1526530.2
65809,3824390.2
133123,485583.38
194504,824008.75
105134,525309.94
84441,1153992.9
43352,8243778.5
271272,8147359.5
263061,1199080.8
124621,1998940.0
48583,2406317.8
106969,5278019.0
44129,2181689.2
206404,212763.08
83480,2335968.0
271053,2282786.2
109915,4948845.0
255962,946261.9
164223,2056897.4
165360,2759407.5
246486,3602783.2
241415,1025447.7
114422,6666868.5
61098,4889860.0
130150,1783634.9
245724,4806449.5
286043,819931.44
211572,2686224.8
96144,761753.94
193641,656348.5
199402,4673399.5
14404,1895225.0
